id,type,question,options,correctAnswer,explanation
294,single_choice,"In the context of open data, what is FAIR?","An acronym for findable, accessible, interoperable, and reusable.|An acronym for fundamental artificial intelligence research.|A reference to fair competition, which makes open data possible.|An acronym for finance accoutability intelligence research.","0","FAIR là các tiêu chuẩn của dữ liệu mở: Dễ tìm (Findable), Dễ tiếp cận (Accessible), Tương tác được (Interoperable) và Tái sử dụng được (Reusable)."
295,single_choice,"Which of the following is an adequate definition of a stakeholder?","All internal employees.|All internal employees and external customers.|All people who have an impact or are impacted by the organization.|All people in the company.","2","Các bên liên quan (Stakeholder) là bất kỳ ai có tác động đến hoặc chịu tác động từ tổ chức (impact or are impacted)."
296,single_choice,"The endorsement of which of the following types of stakeholder is most critical when developing mission and vision statements?","Department heads|C-suite executives|Employees|Customers","1","Sự tán thành của Ban giám đốc cấp cao (C-suite executives) là yếu tố quyết định để định hướng và phê duyệt tầm nhìn chiến lược của tổ chức."
297,single_choice,"To uphold transparency and explainability, communication about data-driven technologies should be.....","Clear, concise, and coherent.|Complex, convincing, and contained.|Caring, consistent, and creative.|Long, complex and iterative.","0","Giao tiếp về công nghệ cần phải Rõ ràng (Clear), Súc tích (Concise) và Mạch lạc (Coherent) để đảm bảo tính minh bạch."
298,single_choice,"To measure a predictive model's accuracy, you","divide the number of predictions by the total dataset|measure the ratio of the model's error curve|multiply the number of total predictions by the percentage of correct predictions|divide the number of correct predictions by the total number of predictions","3","Độ chính xác (accuracy) được tính bằng số lượng dự đoán đúng chia cho tổng số lần dự đoán (correct predictions / total predictions)."
299,single_choice,"How are predictive models used in hedge funds?","they predict whether people will be able to pay off loans, and then provide loans|they predict future movement of stocks and find points to exploit the market moving in either direction|they aid researchers by forecasting financial collapse|they provide predictions to shareholders to estimate returns","1","Các quỹ phòng hộ (hedge funds) dùng AI để dự đoán hướng đi của cổ phiếu và tìm các điểm khai thác lợi nhuận (exploit the market)."
300,single_choice,"Once a dataset has been cleaned, which accuracy guideline ensures your model is looking at the problem correctly?","Objective summarization|Domain expertise|Dataset verification|First principles","1","Kiến thức chuyên môn trong ngành (Domain expertise) giúp đảm bảo mô hình đánh giá và giải quyết vấn đề đúng với bối cảnh thực tế."
301,single_choice,"What is the purpose of differential privacy?","To enable parties to share private data without revealing individuals represented in the data.|To remove the direct identifiers that can be used to identify individuals.|To only allow certain parties to access certain portions of the data.|To ensure the data is completely confidential and cannot be read by unauthorized parties.","0","Quyền riêng tư vi sai (Differential privacy) cho phép chia sẻ các xu hướng dữ liệu lớn mà không làm lộ danh tính của bất kỳ cá nhân nào trong đó."
302,single_choice,"If your company need to do the same analysis as new data comes in every month, what is the best term to describe that process?","Pipeline|Workflow|Swimland|Use case","0","Quy trình tự động hóa các bước xử lý, phân tích dữ liệu định kỳ lặp đi lặp lại được gọi là Data Pipeline (Đường ống dữ liệu)."
303,single_choice,"Which of the following describes the black box problem in Al?","It is difficult to understand the nature of data being used to train an Al model.|It is difficult to understand how or why an Al system made a particular decision.|It is difficult to understand the results that come from an Al system.|It is difficult to understand the reports that generate by an Al system.","1","Vấn đề hộp đen là sự khó khăn trong việc lý giải làm thế nào và tại sao AI lại đưa ra một quyết định cụ thể (how or why an AI system made a particular decision)."
304,single_choice,"What is one possible reason a model may predict a higher crime rate based on datasets used?","If drug arrests are historically high in that area, the model may correlate crime with areas of high drug use based on the datasets|If crime is down in an area, a model may predict a parabolic curve which estimates crime is due to rise again|The model's training curve was not provided enough data|If a dataset isn't properly formatted, crime may be linked to the error function, outputting false data","0","Mô hình có thể dự đoán sai lệch tỷ lệ tội phạm do học từ dữ liệu lịch sử thiên lệch, ví dụ: tương quan ảo giữa việc bắt giữ ma túy cao và tổng thể tội phạm."
305,single_choice,"What is non-maleficence?","The principle of doing no harm.|The principle of having no bias.|The principle of having no security risk.|The principle of having security risk.","0","Non-maleficence trong y đức và công nghệ là nguyên tắc 'Không làm hại' (doing no harm) đến con người và xã hội."
306,single_choice,"Why is the question of robot rights and emancipation one that isn't as important as addressing issues of bias, privacy, transparency, and other principles discussed in the various ethical frameworks?","These rights necessitate that robots become sentient entities, which is currently not feasible.|Humans are anthropocentric and don't want to extend rights to other sentient entities.|There is no legal precedent for granting rights to entities that are not humans.|Robots are mechanical instruments and therefore don't deserve to have rights.","0","Vấn đề quyền của robot chưa cấp thiết vì nó đòi hỏi robot phải có tri giác (sentient entities), điều mà công nghệ hiện nay chưa làm được."
307,single_choice,"When your collected data doesn't accurately reflect the full environment, you're experiencing","prejudice bias|observer bias|exclusion bias|sample bias","3","Thiên kiến lấy mẫu (sample bias) xảy ra khi dữ liệu thu thập được không đại diện chính xác cho toàn bộ quần thể (doesn't accurately reflect the full environment)."
308,multiple_choice,"Which of the following are ways that regulations differ from ethical frameworks? (Select two.)","Regulations are often industry led.|Regulations are flexible in their implementation.|Regulations have legal enforcement behind them.|Regulations provide a clear basis for potential litigation.","2|3","Luật định khác với khung đạo đức ở chỗ chúng có tính cưỡng chế pháp lý (legal enforcement) và là cơ sở rõ ràng để khởi kiện (basis for litigation)."
309,single_choice,"What is the purpose of what-if scenario planning sessions?","The purpose of what-if scenario planning sessions is to think critically about the tradeoffs between company values and business needs so you can decide how to proceed.|The purpose of what-if scenario planning sessions is to think critically about the mistakes so you can identify what should do after your company has an ethical violation.|The purpose of what-if scenario planning sessions is to think critically about potential worst-case scenarios so you can decide whether or not to proceed with a project.|The purpose of what-if scenario planning sessions is to think critically about potential best-case scenarios so you can decide whether or not to proceed with a project.","2","Lên kế hoạch kịch bản 'What-if' nhằm rèn luyện tư duy phản biện để chuẩn bị cho các tình huống xấu nhất (worst-case scenarios) trước khi triển khai dự án."
310,single_choice,"Which of the following is an important reason for continually refreshing an organization's internal and external ethics policies?","It helps internal stakeholders justify the release of new product features or service upgrades.|It helps maintain alignment of the policies with the cultural and contextual values of the organization's employees.|It helps maintain alignment with the emergent risks and changing ethical posture of the products and services of the organization.|It helps demonstrate to senior management that work is being done on the internal and external ethics policies.","2","Làm mới chính sách liên tục giúp tổ chức bám sát các rủi ro mới nổi (emergent risks) của sản phẩm và dịch vụ."
311,single_choice,"Which of the following is a reason to periodically update a code of ethics document?","It allows you to capture the evolving nature of the ethical risks of the product or service that you are developing.|It signals that you care about ethics to internal and external stakeholders.|It reinforces the presence of the code of ethics in the minds of the employees.|It is a fiduciary and regulatory responsibility for the organization to do so.","0","Bản chất của rủi ro đạo đức luôn thay đổi, do đó cập nhật định kỳ giúp nắm bắt được tính chất tiến hóa (evolving nature) của những rủi ro đó."
312,single_choice,"In reverse-engineering a double coin flip differential model, what would be the amount of truthful ""yes/no"" responses in our dataset?","75%|25%|100%|50%","1","Trong mô hình quyền riêng tư vi sai dùng tung đồng xu kép (double coin flip), chỉ có 25% câu trả lời được ghi nhận là sự thật tuyệt đối (truthful responses), phần còn lại là nhiễu ngẫu nhiên."
313,single_choice,"During cross-validation, which of the following dataset splits is used to tune the performance of a model?","Training set|Test set|Validation test|Unit test","2","Trong xác thực chéo (cross-validation), Tập kiểm định (Validation set/test) được dùng để tinh chỉnh các siêu tham số và đánh giá hiệu suất mô hình trong lúc huấn luyện."
314,single_choice,"When used in recommendation engines, explainable algorithms can help answer the question of","why?|how?|who?|what?","0","Trong các hệ thống đề xuất (recommendation engines), thuật toán có thể giải thích giúp trả lời câu hỏi 'Tại sao?' (Why?) món đồ này lại được đề xuất cho bạn."
315,single_choice,"Which of the following is a recommended security practice for machine learning datasets?","Ensure your team is full of different perspectives|Enact a sound data governance structure|Perform threat modeling with beneficial algorithms|Create a chain of command","1","Thực hành bảo mật tốt nhất cho dữ liệu học máy là ban hành và thực thi một cấu trúc quản trị dữ liệu vững chắc (sound data governance structure)."
316,multiple_choice,"Which of the following are potential ethical benefits of conducting pilot testing prior to the release of emerging technologies? (Select two.)","It certifies that a product's developers are legally accountable.|It minimizes the impact of any ethical issues which may emerge.|It demonstrates that the system is functional as early as possible in order to satisfy senior management and investor stakeholders.|It reveals any gaps in accountability or auditability.","1|3","Thử nghiệm thí điểm giúp phát hiện các lỗ hổng về trách nhiệm giải trình và giảm thiểu tác động của các vấn đề đạo đức phát sinh."
317,single_choice,"Differential privacy works by adding what to a dataset?","filters|fairness scoring|noise|k-anonymity","2","Quyền riêng tư vi sai (Differential privacy) hoạt động bằng cách thêm 'nhiễu' (noise) ngẫu nhiên vào tập dữ liệu để che giấu danh tính cá nhân."
318,single_choice,"Which of the following describes the technique of homomorphic encryption?","A method of swapping public and private keys between hosts.|A method of cryptography that hides data inside other data.|A method of performing operations on encrypted data.|A method of mitigating biased algorithms through enhanced secrecy.","2","Mã hóa đồng hình (Homomorphic encryption) cho phép máy tính thực hiện các phép toán trực tiếp trên dữ liệu đang bị mã hóa (encrypted data) mà không cần giải mã."
319,single_choice,"Which of the following is a platform that includes hundreds of security exploit tools?","Zenmap|Nmap|Kali Linux|Wireshark","2","Kali Linux là một hệ điều hành mã nguồn mở được thiết kế chuyên biệt cho an ninh mạng, chứa hàng trăm công cụ khai thác và kiểm thử thâm nhập (security exploit tools)."
320,multiple_choice,"Which of the following are fundamental risk management tasks? (Select two.)","Mitigation|Authentication|Compliance|Identification","0|3","Hai nhiệm vụ cơ bản của quy trình quản lý rủi ro là Nhận diện rủi ro (Identification) và Giảm thiểu rủi ro (Mitigation)."
321,single_choice,"Which of the following measures is best suited for reporting results to an audience?","Standard deviation|Variance|Mode|Median","0","Độ lệch chuẩn (Standard deviation) thường được dùng để báo cáo vì nó biểu diễn mức độ phân tán của dữ liệu theo cùng đơn vị đo lường, dễ hiểu cho khán giả."
322,single_choice,"Why is it important to take a proactive approach to addressing liability issues?","The law often lags behind innovation.|The law is not always applied consistently.|The law is not always clear.|The law often difficult to understand.","0","Pháp luật luôn tụt hậu so với sự đổi mới công nghệ (law lags behind innovation), do đó cần chủ động giải quyết trách nhiệm pháp lý trước."
323,single_choice,"When you deliver periodic statements about a crisis to the media, what should the first statement do?","Provide in-depth details about the situation|Survey public opinion of the organization|Set the tone of what is to follow|Accept responsibility for perceived problems","2","Tuyên bố đầu tiên với báo chí có vai trò quyết định trong việc định hình thái độ và không khí (Set the tone) cho toàn bộ quá trình xử lý khủng hoảng."
324,multiple_choice,"Which of the following are pitfalls in communicating risks to the organization? (select two.)","Having a disjoined message.|Following up messaging with an audience.|Not paying attention to the flow of messaging.|Coordinating a message between departments.","0|2","Tránh việc gửi thông điệp rời rạc, không đồng nhất (disjoined message) và không chú ý đến luồng truyền thông (flow of messaging) gây nhiễu loạn nội bộ."
325,single_choice,"Which of the following describes the purpose of a business impact assessment (BIA)?","It helps you predict business interruptions and develop recovery strategies.|It helps you identify what risks you can accept or transfer to third party.|It help you evaluate how a product or service could fail to apply ethical values to a society.|It helps you identify what risks you can accept or transfer to your customers.","2","Trong bối cảnh rủi ro đạo đức, Đánh giá tác động kinh doanh (BIA) còn dùng để đánh giá xem một sản phẩm có thể thất bại trong việc áp dụng các giá trị đạo đức đối với xã hội như thế nào."
326,single_choice,"What is a likely outcome for a weather app using a learning algorithm to figure out where to put their future weather stations?","Accessing weather forecasts from local broadcasts|Storing data in an AWS instance with all weather stations in the country|Collecting weather data every time the app is opened, knowing the temperature where the app is being used|Collecting location data every time the app is opened, potentially learning where a user lives, works, etc.","3","Một hệ quả tiềm ẩn về quyền riêng tư là ứng dụng sẽ liên tục thu thập vị trí người dùng (Collecting location data), từ đó vô tình biết được nơi ở, nơi làm việc của họ."
327,single_choice,"Which of the following best describes what an algorithm is?","a recipe that a computer uses to solve problems|a type of process a human uses to write down what steps need to happen to get a problem solved|a type of computer that calculates problem-solving methods|a list of ingredients a computer uses to generate problems to solve","0","Thuật toán (algorithm) về cơ bản giống như một 'công thức' (recipe) chứa các bước tuần tự mà máy tính làm theo để giải quyết một vấn đề."
328,single_choice,"An algorithm that takes an input, tries 10 different sorting techniques, and uses the best fit on the next 100 inputs is best described as a","implicit algorithm|data algorithm|learning algorithm|explicit algorithm","2","Một thuật toán có khả năng thử các phương pháp, tự đánh giá và chọn ra cách tốt nhất (uses the best fit) cho các input sau được gọi là thuật toán học máy (learning algorithm)."
329,single_choice,"When building a predictive model, what is the goal of the deployment phase?","To plug in 40% of your dataset, testing the model's accuracy|To use the model in real-life predictions, monitoring the error rate and accuracy|To get the model to accept new inputs, train, and repeat training until it finds a better curve|To specify the type of algorithm the model should use and make sure the data is cleaned/formatted","1","Mục tiêu của giai đoạn triển khai (deployment) là đưa mô hình vào sử dụng thực tế và liên tục giám sát tỷ lệ lỗi cũng như độ chính xác."
330,multiple_choice,"Which of the following are examples of how Al can limit human autonomy? (Select two.)","Weapon systems can limit human autonomy as humans may not have decision-making capability or understand the decision making.|Al systems might impact certain vulnerable groups such as the elderly and children differently than the rest of the population, which could limit those groups' autonomy.|Al systems can assist individuals with automated, repetitive, or dangerous tasks.|Al systems can perform tasks that humans cannot, such as processing millions of data records in a matter of seconds.","0|1","AI hạn chế quyền tự chủ của con người khi tự động hóa vũ khí mà không có quyết định của con người, và khi nó gây ra các tác động bất lợi cho các nhóm yếu thế."
331,single_choice,"An unintended negative outcome of programming a broad goal into general intelligence is known as","an enduring output|artificial sanctification|perverse instantiation|an ethical dilemma","2","Hậu quả tiêu cực ngoài ý muốn khi một AI tổng quát hoàn thành mục tiêu bằng một cách thức sai lệch/có hại được gọi là 'Sự hiện thực hóa đồi bại' (perverse instantiation)."
332,single_choice,"If you are doing an analysis of data to determine which of several small businesses you should purchase to gain the maximum benefit to your overall company finances, what type of analysis are you doing?","Descriptive|Prescriptive|Predictive|Cumulative","1","Phân tích đề xuất (Prescriptive analysis) là phương pháp dùng dữ liệu để đưa ra quyết định hành động tối ưu nhất (nên mua công ty nào để tối đa hóa lợi ích)."
333,single_choice,"Which subset of transparency involves describing the system to a non-expert?","Explainability|Interpretability|Auditability|Useability","0","Khả năng giải thích (Explainability) tập trung vào việc mô tả và lý giải cách hệ thống hoạt động cho những người không có chuyên môn kỹ thuật (non-expert)."
334,single_choice,"Fairness in machine learning can protect groups from bias, but can still harm","training datasets|researchers|future models|individuals within those groups","3","Tính công bằng trong học máy thường tập trung vào nhóm, do đó dù nhóm được bảo vệ khỏi thiên kiến, một cá nhân cụ thể (individuals within those groups) vẫn có thể bị đánh giá sai."
335,single_choice,"How can the human resources department help build an ethical organizational culture?","Hiring candidates based on their technical skills.|Hiring candidates based on their culture fit.|Hiring candidates based on their leadership skills.|Hiring candidates based on their soft skills.","1","Phòng Nhân sự có thể xây dựng văn hóa đạo đức bằng cách tuyển dụng các ứng viên có sự phù hợp về văn hóa và giá trị đạo đức với công ty (culture fit)."
336,single_choice,"Why is fair competition an important ethical consideration for data-driven technology businesses?","Fair competition prevents predatory pricing.|Fair competition builds user trust in technology as a whole.|Fair competition provides products choice to users.|Fair competition provides service choice to users.","1","Cạnh tranh công bằng ngăn chặn độc quyền lũng đoạn dữ liệu, từ đó giúp xây dựng niềm tin của người dùng đối với toàn bộ hệ sinh thái công nghệ (builds user trust in technology as a whole)."
337,single_choice,"Which of the following is a potential benefit of having an ethical organizational culture?","More employees are likely to switch careers.|Employees will feel a sense of responsibility and loyalty.|Employees are more likely to listen to their superiors.|The company will get an increase in stock value.","1","Văn hóa đạo đức tốt giúp nhân viên cảm thấy có trách nhiệm và trung thành hơn với tổ chức (sense of responsibility and loyalty)."
338,single_choice,"What is the function of a red team in a penetration testing exercise?","To conduct the simulated attacks.|To defend against the simulated attacks.|To officiate the simulated attacks.|To disable the attacks.","0","Đội Đỏ (Red team) đóng vai trò là những hacker mũ trắng thực hiện các cuộc tấn công mô phỏng để kiểm tra hệ thống."
339,multiple_choice,"Which of the following are objectives of a forensic analysis? (select two.)","To inform stakeholders that an incident has occurred.|To determine what occurred in an incident.|To identify who or what is responsible for an incident.|To mitigate the effects of an incident.","1|2","Phân tích pháp y kỹ thuật số (Forensic analysis) nhằm xác định chuyện gì đã xảy ra (what occurred) và ai/cái gì là thủ phạm gây ra sự cố (who or what is responsible)."
340,single_choice,"The explainable Al movement states that cooperation between agents, in this case, algorithms and humans, depends on which of the following?","trust|human rights|competition|privacy","0","Trọng tâm của phong trào 'AI có thể giải thích' là xây dựng niềm tin (trust) giữa con người và thuật toán thông qua tính minh bạch."
341,multiple_choice,"Which of the following benefits can be gained from establishing baseline system behaviors? (Select two.)","Tracking deviance from norms|Optimizing costs of operation|Restoring compromised functionality through a system rollback|Holding employees more accountable","0|2","Việc thiết lập hành vi hệ thống cơ sở giúp theo dõi sự sai lệch (Tracking deviance) và làm chuẩn để khôi phục hệ thống khi có sự cố (system rollback)."
342,single_choice,"One benefit of an explainable model is","privacy is preserved|recruiting leverage|less competition|the model is more accurate","1","Khả năng giải thích có thể tạo ra 'đòn bẩy tuyển dụng' (recruiting leverage) vì nhân tài muốn làm việc cho các tổ chức minh bạch và có trách nhiệm."
343,multiple_choice,"Which of the following elements might be considered moderately affected in an Impact Level 2 Algorithmic Impact Assessment? (Select two.)","A loss of life resulting from specific circumstances.|A brief delay in the conveyance of a commercial transaction.|The rights of individuals or communities.|The health and well-being of individuals or communities.","2|3","Trong Đánh giá Tác động Mức 2, rủi ro lên Quyền cá nhân (Rights) và Sức khỏe/Phúc lợi (Health and well-being) của cộng đồng ở mức độ vừa phải."
344,single_choice,"Which type of kurtosis is most likely to indicate the strong presence of outliers?","Mesokurtic|Leptokurtic|Platykurtic|Repokurtic","1","Phân phối 'Leptokurtic' (đỉnh nhọn) có phần đuôi dày hơn phân phối chuẩn, chứng tỏ có sự xuất hiện rất mạnh của các giá trị ngoại lệ (outliers)."
345,single_choice,"Which of the following describes the purpose of SIEM?","To launch simulated attacks on systems and networks.|To access and assign severity scores to flaws in software or hardware.|To aggregate alerts from disparate sources into a single analysis platform.|To protect the confidentiality and integrity of data as it is transmitted over a network.","2","Hệ thống SIEM làm nhiệm vụ thu thập và tổng hợp cảnh báo từ nhiều nguồn khác nhau vào một nền tảng phân tích duy nhất (aggregate alerts... into a single analysis platform)."
346,single_choice,"If a coin is flipped, which of the following would ensure ""yes/no"" data is private while still remaining useful?","heads for yes, tails for no|heads for fake answer, tails for true answer|heads for true answer, tails for random answer|heads for random answer, tails for yes","2","Kỹ thuật tung đồng xu (randomized response) bảo vệ quyền riêng tư bằng quy tắc: ngửa thì khai thật (true answer), sấp thì khai ngẫu nhiên (random answer) để tạo nhiễu."
347,single_choice,"Why is suspicion a pitfall in communicating ethical risks to society?","Suspicion involves fear of some technology that is not completely known.|Suspicion leads to aggressive rejection of a technology.|Suspicion makes it impossible to convince people of the benefits of technology.|Suspicion leads to use technologies ineffective.","1","Sự hoài nghi (suspicion) của xã hội dễ dẫn đến việc công chúng tẩy chay và từ chối ứng dụng công nghệ một cách quyết liệt (aggressive rejection)."
348,multiple_choice,"Which of the following are important to provide to a crisis communication team? (Select two.)","Clear direction on the roles and responsibilities of team members|Permission to tell the public what they want to hear|The ability to work independently of the crisis management team|Access to adequate resources","0|3","Nhóm truyền thông khủng hoảng cần được định hướng vai trò rõ ràng và cấp quyền truy cập đầy đủ các nguồn lực cần thiết."
349,single_choice,"Which of the following can help mitigate unwillingness to accept feedback?","Engage in cultural awareness and cultural sensitivity.|Create and participate in a risk culture.|Communicate the importance of feedback in refining a product.|Communicate regularly about the culture values.","2","Để tránh tâm lý cự tuyệt phản hồi, cần truyền đạt rõ ràng rằng phản hồi là tài nguyên vô giá để cải thiện sản phẩm (importance of feedback in refining a product)."
350,single_choice,"What is ambient intelligence?","Linked IOT technology that collects and stores data about a home or office environment.|Linked IOT technology that conducts covert surveillance for the government on the people within its environment.|Linked IOT technology that always on and acting to personalize the experience for the people within its environment.|Linked IOT technology that collects and stores data about campus environment.","2","Trí tuệ môi trường (ambient intelligence) là mạng lưới thiết bị IoT luôn bật, theo dõi và hành động để cá nhân hóa trải nghiệm người dùng trong không gian sống/làm việc."
351,single_choice,"You have collected social media posts with a specific hashtag for an analysis of the words used in the post. What kind of data is that?","Unstructured|Structured|Semi-Structured|Data Structured","0","Các bài đăng trên mạng xã hội chứa văn bản tự do, không có cấu trúc định sẵn, do đó được phân loại là dữ liệu phi cấu trúc (Unstructured data)."
352,single_choice,"When building a predictive model, what is the goal of the training phase?","To specify the type of algorithm the model should use and make sure the data is cleaned/formatted|To adjust the model based on a subset of data, optimizing for a lower error rate|To use the model in real-world scenarios, monitoring performance|To adjust training methods from backpropagation to supervised learning to see how that affects outputs","1","Mục tiêu của huấn luyện mô hình là tối ưu hóa trọng số để đạt tỷ lệ lỗi thấp hơn (lower error rate) trên một tập dữ liệu con."
353,single_choice,"Which type of fairness would make sense when dividing tickets evenly between groups?","equality of false positives|error rate parity|statistical parity|equality of prediction rate","2","Parity thống kê (Statistical parity / Demographic parity) là nguyên tắc công bằng yêu cầu chia đều lợi ích cho các nhóm nhân khẩu học với tỷ lệ ngang nhau."
354,single_choice,"An unfair model will by nature","optimize for making the fewest decisions|try to balance groups automatically|optimize for making the most errors|optimize for making the fewest mistakes","3","Các thuật toán học máy vốn dĩ chỉ quan tâm đến việc tối ưu hóa tỷ lệ lỗi thấp nhất (fewest mistakes) trên diện rộng, điều này tự nhiên dẫn đến việc bỏ qua lợi ích của các nhóm thiểu số (unfair)."
355,single_choice,"What does the American Medical Association (AMA) say the ""A"" in Al should stand for?","Amplified|Augmented|Artificial|Auditability","1","AMA đề xuất thay thế 'Artificial' (Nhân tạo) bằng 'Augmented' (Tăng cường) để nhấn mạnh AI là công cụ hỗ trợ chứ không thay thế bác sĩ."
356,single_choice,"Why is it impractical to protect all possible subgroups in predictive models?","Accuracy will be lowered beyond a reasonable rate|Fairness scores won't be high enough to be reasonable|Individuals do not need protection from predictive models|There won't be enough data to reflect each subgroup","0","Nếu cố gắng chia nhỏ để bảo vệ tuyệt đối tất cả các nhóm nhỏ (subgroups), dữ liệu sẽ bị loãng và độ chính xác của mô hình sẽ giảm sút nghiêm trọng (Accuracy will be lowered beyond a reasonable rate)."
357,single_choice,"An ethical impact assessment is","Focused on the impact of past ethical risks.|Focused on preventing future problems.|Focused on identifying the causes of past errors.|Focused on identifying the causes of future errors.","1","Đánh giá tác động đạo đức là quy trình mang tính chủ động, tập trung vào việc nhận diện và ngăn chặn các vấn đề đạo đức có thể xảy ra trong tương lai (preventing future problems)."
358,single_choice,"Which of the following is a benefit of using focus groups over surveys?","They can provide more data through structured information gathering.|They are a more scalable option for the collection of information.|They are an easier way to collect information from a target audience.|They allow for deeper engagement with the target demographic community.","3","Nhóm tập trung (focus groups) giúp tổ chức tương tác và đào sâu tâm lý, suy nghĩ của cộng đồng mục tiêu (deeper engagement) tốt hơn khảo sát tĩnh."
359,single_choice,"Which approach to corporate governance is more likely to create an ethical organizational culture?","A systemic approach with incentive systems.|An oversight committee focus on rules.|A board focused on legal and regulatory compliance.|An oversight committee focus on frameworks.","0","Phương pháp tiếp cận có hệ thống kết hợp với hệ thống khen thưởng (incentive systems) sẽ định hình hành vi nhân viên theo chuẩn mực đạo đức tốt hơn."
360,single_choice,"What kind of shape does a normal distribution take on when plotted in histogram?","Tail shape|Square shape|Bell shape|Tree shape","1","Phân phối chuẩn (normal distribution) luôn hiển thị dạng Hình quả chuông (Bell shape) cân xứng trên biểu đồ tần suất (histogram)."
361,single_choice,"Delete unused data is a method of data minimization","early and often|before threat modeling|after fairness preparations|before modeling","0","Xóa dữ liệu không sử dụng (Delete unused data) nên được thực hiện như một nguyên tắc làm sớm và thường xuyên (early and often) để tối thiểu hóa rủi ro dữ liệu."
362,single_choice,"K-anonymity in a dataset is achieved when each individual cannot be","distinguished from at least K individuals who are also in the dataset|reidentified in K datasets|hidden from a quasi-identifier column as long as K individuals belong|harmed from datasets with K individuals belonging to the sensitive class","0","Ẩn danh K (K-anonymity) là kỹ thuật đảm bảo thông tin của một người sẽ trùng lặp và không thể phân biệt được với ít nhất K-1 người khác trong cùng tập dữ liệu."
363,single_choice,"When it comes to protecting private data, which of the following could be the root cause of a problem?","The data was stored insecurely.|The data was leaked online.|The data was deleted from storage.|The data was broken.","0","Lưu trữ dữ liệu không an toàn (stored insecurely) thường là nguyên nhân gốc rễ dẫn đến các vụ rò rỉ hoặc đánh cắp quyền riêng tư."
364,single_choice,"Which of the following is an adequate definition of a stakeholder?","All internal employees.|All internal employees and external customers.|All people who have an impact or are impacted by the organization.|All people in the company.","2","Stakeholder là bất kỳ bên nào có khả năng tác động đến, hoặc chịu tác động từ các hoạt động của tổ chức."
365,single_choice,"In 2019, % of equity-futures and cash-equity trades were executed by algorithms","1-5% Β. 80-90%|20-30%|11-17%","1","Đến năm 2019, khoảng 80-90% các giao dịch hợp đồng tương lai và cổ phiếu tiền mặt tại thị trường tài chính đã được thực hiện bằng thuật toán (algorithmic trading)."
366,single_choice,"How do anonymized datasets fall short of their goal of being anonymous?","Anonymized datasets can be re-identifyed by anyone holding the hash key|Anonymized datasets aren't actually anonymous because many of the data fields can identify a user|Anonymized datasets can be traced back to the individuals by looking at their browsing history in the app|Anonymized datasets can be combined with other datasets, which can re-identify individuals","3","Dữ liệu ẩn danh có thể bị bẻ khóa bằng cách liên kết đối chiếu với các nguồn dữ liệu bên ngoài để tái định danh cá nhân (re-identify individuals)."
367,single_choice,"Which of the following describes the black box problem in Al?","It is difficult to understand the nature of data being used to train an Al model.|It is difficult to understand how or why an Al system made a particular decision.|It is difficult to understand the results that come from an Al system.|It is difficult to understand the reports that generate by an Al system.","1","Rủi ro hộp đen là sự thiếu minh bạch: con người không thể giải mã quá trình AI tư duy để đưa ra một quyết định cụ thể (how or why)."
368,single_choice,"What is the black box problem?","When a model is deployed, but researchers are unable to figure out why it's making decisions|The problem created when researchers don't create accurate attributes for a model|The issue of not having enough data to accurately train a model|When a model cannot accurately judge shape or color of objects due to missing data","0","Cùng định nghĩa trên, các nhà nghiên cứu không thể xác định cấu trúc logic bên trong dẫn đến kết quả quyết định của mô hình."
369,single_choice,"When building a predictive model, what is the goal of the develop phase?","To plug in 40% of your dataset, testing the model's accuracy|To get the model's error function below an acceptable percentage|To specify the type of algorithm the model should use and make sure the data is cleaned/formatted|To get the model to accept new inputs, train, and repeat training until it finds a better curve","2","Giai đoạn phát triển (develop phase) tập trung vào chọn thuật toán phù hợp và tiền xử lý, làm sạch dữ liệu."
370,multiple_choice,"Which of the following describe how adopting ethical practices can be a strategic differentiator? (Select three.)","It will build customer trust.|It will support the development of strategic partnerships.|It will ensure you comply with regulations.|It will encourage applicants to apply for your company.","0|1|3","Thực hành đạo đức tạo ra lợi thế chiến lược bằng cách xây dựng niềm tin, thu hút nhân tài và thúc đẩy quan hệ đối tác."
371,multiple_choice,"What does it mean to say that human rights are inalienable? (Select two.)","Inalienable rights are conditional.|Inalienable rights are inherent in all human beings.|Inalienable rights cannot be taken away except in extreme circumstances.|Inalienable rights are derived from tradition.","1|2","Quyền bất khả xâm phạm (inalienable rights) là các quyền tự nhiên vốn có của con người và không thể bị tước đoạt một cách tùy tiện."
372,single_choice,"How is a Machine Learning (ML) system different from Deep Learning (DL) system?","A ML system learns from its mistakes.|A ML system does all of the feature extraction and classification.|A ML system needs a human to provide the feature extraction.|A ML system does not needs input data.","2","Machine Learning truyền thống cần con người phải thủ công trích xuất đặc trưng (feature extraction) của dữ liệu, trong khi Deep Learning tự động làm việc đó thông qua các lớp nơ-ron."
