id,type,question,options,correctAnswer,explanation
258,single_choice,"What is Infrastructure as Code?","The practice of building, running, testing, and maintaining environments indefinitely|The practice of performing software configuration manually|The practice of describing infrastructure in an executable textual format|The practice of documenting the infrastructure",2,"Infrastructure as Code (IaC) là phương pháp mô tả và quản lý hạ tầng phần cứng dưới dạng mã văn bản có thể thực thi được."
259,single_choice,"What is Continuous Integration?","Rapidly and safely deploying code to a production-like environment|Deploying to a testing or staging environment|Working in long-lived development branches|The process of continuous building, testing, and integrating into the master branch",3,"Continuous Integration (CI) là quá trình tự động hóa việc biên dịch (build), kiểm thử (test) và tích hợp mã nguồn liên tục vào nhánh chính (master branch)."
260,single_choice,"Select the statement that defines Continuous Delivery.","Continuous building, testing, and integrating|Integrating code into a shared repository|Ensuring that code can be rapidly and safely deployed to production at any time|Pushing code to version control and automating building and testing",2,"Continuous Delivery (CD) đảm bảo rằng phần mềm luôn ở trạng thái sẵn sàng để triển khai an toàn và nhanh chóng lên môi trường Production bất kỳ lúc nào."
261,single_choice,"How is DevOps different from Taylorism?","DevOps is about managers determining how work is to be done.|Taylorism is about pushing decisions down to the workers.|DevOps facilitates a culture of teaming and collaboration.|Taylorism is about building individually crafted products.",2,"DevOps thúc đẩy văn hóa làm việc nhóm và hợp tác (teaming and collaboration), trái ngược với sự phân chia công đoạn cơ học của Taylorism."
262,single_choice,"Select the correct statement regarding software engineering in a DevOps environment.","Team members feel ownership for the work.|When a project is complete, the members of the team move on to other projects.|One process finishes before the next can begin.|The behavior of the system remains the same over time.",0,"Môi trường DevOps thúc đẩy tinh thần làm chủ (Ownership) của mỗi thành viên đối với sản phẩm họ tạo ra."
263,single_choice,"Instead of the project model, a better way to create software is to do it like","Civil engineering|Building an office building|Waterfall|Product development",3,"Phát triển phần mềm nên được tiếp cận theo mô hình phát triển sản phẩm (Product development) có vòng đời lâu dài chứ không phải dự án ngắn hạn."
264,single_choice,"How does the operations team (Ops) typically view the development team (Dev)?","Using cut and paste from runbooks|Making frequent changes and lacking back-out plans and testing|Making all or nothing changes|Being furthest from the code and not understanding the code",1,"Đội Ops truyền thống thường nhìn đội Dev với ánh mắt quan ngại vì Dev liên tục đòi thay đổi (changes) nhưng lại thiếu phương án khôi phục (back-out) và kiểm thử kĩ càng."
265,single_choice,"Which of the following are required DevOps behaviors?","Building and maintaining hand-crafted, unique servers|Breaking down silos, shared ownership, and collaboration|Using manual fulfillment methods such as ticket queues|Avoiding and preventing change and using alarms and escalations",1,"Hành vi cốt lõi trong DevOps bao gồm: Xóa bỏ rào cản ngăn cách (silos), chia sẻ trách nhiệm (shared ownership) và tăng cường hợp tác (collaboration)."
266,single_choice,"What is ephemeral or transient infrastructure?","Infrastructure that is created when needed, used, and discarded|Infrastructure that is built once and maintained|Infrastructure that is configured manually|Infrastructure in a textual format",0,"Ephemeral/Transient Infrastructure là hạ tầng tạm thời: được tự động khởi tạo khi cần, sử dụng xong là hủy bỏ ngay lập tức."
267,single_choice,"Select the correct statement regarding Continuous Integration.","Continuous Integration is integrating long lists of features, all at once.|Continuous Integration is building, testing, and integrating, which results in potentially deployable code.|Continuous Integration is working in long-lived development branches with developers adding to the development branch.|Continuous Integration is continuously deploying to production.",1,"Continuous Integration thực hiện build, test và tích hợp liên tục nhằm tạo ra phần mã nguồn sẵn sàng cho việc triển khai (potentially deployable code)."
268,single_choice,"Which of these is a benefit of Continuous Integration?","Being able to get faster reaction time to changes|Being able to check in large batches (weeks of work) at one time|Being able to merge untested code into the master branch|Being able to write the test cases after you have built the interface",0,"Lợi ích lớn của CI là giúp đội ngũ phản ứng nhanh hơn với các thay đổi nhờ quy trình kiểm thử tự động diễn ra liên tục."
269,single_choice,"What is Continuous Delivery?","Building software so it can be deployed into the actual production environment|Building software by having people do repetitive tasks and using computers to solve problems|Building software without using cloud-based tools|Building software so it can be released to production at any time",3,"Continuous Delivery là việc tự động hóa quy trình xây dựng phần mềm để đảm bảo mã nguồn có thể phát hành ra Production vào bất kỳ thời điểm nào."
270,single_choice,"Which of the following are key principles of Continuous Delivery?","Using feature flags, blue-green deploys, and canary testing|Using automation to deploy to production and testing once it is integrated|Never roll back, one-size-fits-all deployment, and avoiding risk and changes|Building in quality, working in small batches, and using actionable measurements",3,"Các nguyên tắc cốt lõi của CD bao gồm: Xây dựng chất lượng ngay từ đầu (build in quality), chia nhỏ lô công việc (small batches) và đo lường bằng các chỉ số thực chứng (actionable measurements)."

271,single_choice,"Which statement illustrates Conway's law?","It is good practice to organize teams around technology.|It is good practice to design systems according to the organization's communication structure.|It is good practice to have several teams building the same architecture.|It is good practice to organize teams around what they are expected to produce.",1,"[Đã đính chính] Định luật Conway phát biểu rằng kiến trúc hệ thống do một tổ chức thiết kế sẽ phản ánh đúng cấu trúc truyền thông (Communication structure) của tổ chức đó."
272,single_choice,"When working DevOps, it is better to have teams organized around","front-end and back-end teams|three-tier architecture|business domains|technology",2,"Trong môi trường DevOps, tổ chức nhóm theo các lĩnh vực kinh doanh (Business domains) sẽ giúp nhóm tập trung hơn vào việc tạo ra giá trị cho khách hàng."
273,single_choice,"Select the correct statement regarding organizing for DevOps.","DevOps is a subset of operations.|DevOps is a team that sits between Dev and Ops.|DevOps is one team that primarily focuses on operations.|Dev and Ops work with the same mindset, goals, and measures.",3,"DevOps bản chất là nhóm Dev và Ops cùng làm việc với chung một tư duy (mindset), mục tiêu (goals) và thước đo (measures)."
274,single_choice,"How do development and operations engineers work together in a DevOps environment?","They embrace traditional methods for development and operations.|They work together to create stability by not adding new features.|They work together during the entire lifecycle, following Agile principles.|They solve conflict by working in silos.",2,"Trong DevOps, Dev và Ops phối hợp chặt chẽ trong liên nhóm (cross-functional teams) xuyên suốt toàn bộ vòng đời phát triển ứng dụng (Entire lifecycle)."
275,single_choice,"Select the statement that explains how bad behavior arises when you abstract people away from the consequences of their actions.","All teams need quality assurance (QA) to catch their mistakes.|When people work in silos they do not see or feel the effect of their poor work.|Including developers in the on-call rotation leads to them behaving badly.|Ticket queues make people behave more responsibly.",1,"Khi làm việc cô lập trong các Silos, nhân sự không trực tiếp thấy hoặc cảm nhận được hậu quả từ sản phẩm kém chất lượng mà họ tạo ra cho các khâu sau."
276,single_choice,"It is good practice to have developers","use ticket queues instead of raising problems with team members.|save testing for the end of the process.|be responsible for the consequences of their actions.|give up control and let quality assurance (QA) ensure quality.",2,"Thực hành tốt nhất là buộc Developers phải chịu trách nhiệm trực tiếp đối với sản phẩm họ làm ra (Responsible for consequences of their actions) kể cả khi lên Production."
277,single_choice,"Conway's Law implies that an organization will produce a design whose structure reflects the organization's _________ structure.","business|technology|communication|mission",2,"Định luật Conway chỉ ra rằng cấu trúc hệ thống phần mềm luôn có xu hướng phản ánh đúng cấu trúc giao tiếp/truyền thông (Communication structure) của tổ chức."
278,single_choice,"Select the correct statement regarding aligning teams with the business.","Organize separate teams around the front end and the back end of development.|Empower teams by giving them end-to-end responsibility.|Rotate people in and out of the team regularly.|Give the team a short-term mission.",1,"Để đồng hướng với doanh nghiệp, cần trao quyền cho các nhóm bằng trách nhiệm toàn trình (End-to-end responsibility) từ khâu code cho tới bảo trì vận hành."
279,single_choice,"Select the correct statement regarding organizing teams for DevOps.","DevOps is designed around silos that teams work within.|Forming an Agile team makes the organization Agile.|Having a DevOps team is an antipattern and separates Dev and Ops.|Dev teams follow Agile principles, but Ops teams do not.",2,"Việc thành lập một 'DevOps Team' riêng biệt nằm giữa Dev và Ops thực chất là một chống mô hình (Antipattern) vì nó vô tình tạo thêm một Silo mới."
280,single_choice,"Select the person who wrote, in the book, Continuous Delivery, \"Bad behavior arises when you abstract people away from the consequences of their actions.\"","Jez Humble|Elisabeth Hendricks|Andrew Clay Shafer|Werner Vogels",0,"Jez Humble (đồng tác giả cuốn Continuous Delivery) đã đưa ra nhận định kinh điển này về nguyên nhân dẫn đến hành vi thiếu trách nhiệm trong các Silos."
281,single_choice,"How can you avoid the problem of actions without consequences resulting in bad behavior?","Limit on-call to Operations.|Keep Dev and Ops teams separate.|Create cross-functional teams.|Limit pager duty to developers.",2,"[Đã đính chính] Thành lập các nhóm đa chức năng (Cross-functional teams) bao gồm cả Dev và Ops làm việc chung giúp loại bỏ rào cản cô lập và chia sẻ trách nhiệm công việc."
282,single_choice,"Select the correct statement regarding how to measure and reward behavior in a DevOps environment.","To get better performance, compare one team member to another.|To get better code, measure how many lines of code are produced.|To get better performance, reward individual performance.|To get people to be social, measure them on being social.",3,"Muốn xây dựng văn hóa Social Coding, tổ chức cần đo lường và ghi nhận các hành vi tương tác xã hội như chia sẻ kiến thức và hỗ trợ đồng nghiệp."
283,single_choice,"Which objective is measured in a DevOps environment?","Mean time to failure|Focus on failure prevention|Never let the server go down|Mean time to recovery",3,"Môi trường DevOps chuyển trọng tâm từ việc né tránh sự cố sang chỉ số MTTR (Mean Time To Recovery) — tức là dự đoán trước sự cố và tối ưu khả năng phục hồi cực nhanh."
284,single_choice,"Select the correct statement regarding vanity metrics.","Mean time to recovery is an example of a vanity metric.|An increase in revenue from a customer test group due to a new feature is an example of a vanity metric.|The number of hits on a website is an example of a vanity metric.|An increase in the percentage of defects detected in testing is an example of a vanity metric.",2,"Số lượt truy cập/bấm vào trang web (Hits) là ví dụ điển hình của Vanity metric (chỉ số ảo) vì nó đẹp mắt nhưng không cung cấp dữ liệu rõ ràng để đưa ra quyết định."
285,single_choice,"Select the correct description of actionable metrics.","They may look impressive, but they are not meaningful.|The number of page views on a website is an example of an actionable metric.|They lack cause and effect.|They can be used to make decisions to get a desired outcome.",3,"Actionable metrics (chỉ số hành động) cung cấp thông tin có nguyên nhân - kết quả rõ ràng, giúp đưa ra quyết định cải tiến để đạt mục tiêu."
286,single_choice,"What did Nicole Forsgren develop for measuring teams?","Cultural questions|Individual performance measures|Root causes of developer failure|How strong leaders lead to success",0,"Tiến sĩ Nicole Forsgren đã phát triển bộ câu hỏi khảo sát văn hóa (Cultural questions) để đo lường và đánh giá sức khỏe văn hóa của các nhóm DevOps."
287,single_choice,"Which of the following is NOT a statement used to describe team culture in DevOps?","On my team, failures are punished.|On my team, information is actively sought.|On my team, responsibilities are shared.|On my team, new ideas are welcome.",0,"Trong văn hóa DevOps, thất bại được coi là cơ hội học hỏi; việc trừng phạt thất bại ('failures are punished') hoàn toàn đi ngược lại văn hóa DevOps."
288,single_choice,"What does \"rewarding for 'A' while hoping for 'B'\" mean?","People will seek to do the activities that are rewarded, so measure what matters.|Measuring lines of code will create quality code.|Ranking people against each other results in improved behavior.|If you want people to be social, measure the number of company-sponsored social gatherings.",0,"Con người sẽ tập trung làm những việc mà hệ thống thưởng/đo lường ghi nhận; do đó phải chọn đúng chỉ số thực sự quan trọng (Measure what matters) để đo lường."
289,single_choice,"Which one of these is an effective DevOps objective?","Mean time to failure|Mean time to recovery|Defect correction rate|Server downtime",1,"MTTR (Mean Time To Recovery) là mục tiêu cốt lõi của DevOps: chấp nhận hệ thống có thể gặp lỗi nhưng đảm bảo khả năng phục hồi siêu tốc."
290,single_choice,"Select the correct statement regarding vanity metrics.","Vanity metrics look impressive but are not meaningful or actionable.|Vanity metrics are good for taking action.|Reduce the time to market is an example of a vanity metric.|Vanity metrics are valuable to customers.",0,"Vanity metrics (chỉ số ảo) mang lại cảm giác ấn tượng trên báo cáo nhưng hoàn toàn không có giá trị để thực thi hành động hay đưa ra quyết định."
291,single_choice,"Which one of the following describes mean time to recovery?","Introducing new features when the product fails to be available to customers.|How long it takes for a new feature to fail.|How often new releases fail.|How long it takes to recover from failure.",3,"Mean time to recovery (MTTR) đo lường khoảng thời gian trung bình cần thiết để hệ thống phục hồi bình thường sau khi phát sinh sự cố."
292,single_choice,"Which of the following is NOT consistent with, \"Failures are learning opportunities?\"","Messengers are not punished.|It is the system that fails, not the person.|Punishment for failures.|Foster a culture of experimentation.",2,"Trừng phạt khi gặp thất bại (Punishment for failures) triệt tiêu tinh thần thử nghiệm và học hỏi từ sai lầm trong tổ chức."
293,single_choice,"How could the company organize to reflect a DevOps culture?","They could have put Miguel on the Ops team, so he does not have to use the ticket queue.|They could have put Miguel on the Dev team to oversee the ticket process.|They could hire a scrum master to be on the DevOps team that Miguel was part of.|They could have put Miguel on a cross-functional Dev and Ops team.",3,"Cấu trúc tổ chức chuẩn DevOps là đưa nhân sự vào nhóm đa chức năng (Cross-functional team) kết hợp cả Dev và Ops làm việc chung."
294,single_choice,"Which of these is a positive step toward having a DevOps culture?","Creating a separate DevOps team|Implementing automated CI/CD pipelines|Jim's use of the cloud account|Charles's insistence on Miguel using the ticket queue",1,"Xây dựng và tự động hóa quy trình CI/CD là bước đi thực tế giúp phần mềm được triển khai an toàn, nhanh chóng và giảm bớt các rào cản phê duyệt thủ công."
295,single_choice,"How could the application deployment have been handled that would be consistent with DevOps Culture?","The Dev team could have given the application to the Ops team to handle.|Charles could have made an exception and pushed Miguel's ticket to the top of the queue.|The Acme company could have used self-service IT to avoid having a ticket queue.|Miguel could have put the request in sooner to allow more time for the VMs to be built.",2,"Sử dụng mô hình Self-service IT (tự phục vụ) cho phép Developers chủ động khởi tạo hạ tầng tự động mà không cần đi qua hệ thống Ticket Queue phiền phức."
296,single_choice,"What could the company do differently to avoid having to spend time coordinating across teams?","Have a Dev team, an Ops team, and a DevOps team.|Hire more people to process tickets in the system.|Organize the teams around business domains instead of around technologies.|Add a new \"coordination team.\"",2,"Tổ chức các nhóm xoay quanh lĩnh vực kinh doanh (Business domains) giúp phân định ranh giới rõ ràng, giảm thiểu việc phải họp hành phối hợp giữa các nhóm."
297,single_choice,"What could have been done to avoid the missing schema change?","Use automated deployment.|Routinely check for any unapplied schema updates.|Avoid bug fixes to the master branch.|Prevent developers from making schema changes.",0,"Tự động hóa triển khai (Automated deployment) kết hợp với các bài kiểm thử tự động sẽ đảm bảo các thay đổi về Database Schema luôn được áp dụng đồng bộ."
298,single_choice,"Should the development team have merged the development branch back into the master branch sooner?","Someone should have merged their own pull request instead.|The team was correct to have a long-lived branch for every issue.|When the code was complete, it should have been merged into the master branch.|It would have been more effective to make a mono repo instead.",2,"Ngay khi mã nguồn hoàn tất và vượt qua kiểm thử, nó cần được hợp nhất (Merge) ngay vào nhánh chính (Master branch) thay vì để các nhánh sống quá lâu."
299,single_choice,"What could the development team have done differently to avoid the merge conflicts at the end of the month?","Use Continuous Integration to merge more frequently.|Prevent code drift through better coordination across the team.|The team could have spent time designing the system so there were no conflicts.|Provide Roopa with training to resolve merge conflicts.",0,"Áp dụng Continuous Integration để Merge code thường xuyên hơn theo từng lô nhỏ giúp tránh xung đột mã nguồn (Merge conflicts) lớn vào cuối tháng."
300,single_choice,"Who contributed the most to the project in terms of social coding?","Kiet because he helped another team and shared his experience|Susan for being honest about the timeline|Jeff because he pushed the project to completion|The Innovation Group for rewarding behavior that produces good products",0,"Kiệt thể hiện đúng tinh thần Social Coding khi chủ động hỗ trợ nhóm khác và sẵn sàng chia sẻ tri thức, kinh nghiệm của mình cho cộng đồng nội bộ."
301,single_choice,"What could the product team have done differently to align with social coding principles?","Make a copy of their code and give it to the account team to use and maintain separately.|Build the feature sooner without the account team and take the credit for it themselves.|Use a public repository for their projects and allow the account team to contribute to it.|Prevent Kiet from working with the account team.",2,"Tinh thần Social Coding đòi hỏi mã nguồn phải được lưu trữ trong kho lưu trữ nội bộ công khai (Public repository) để các nhóm khác có thể đóng góp (Contribute)."
302,single_choice,"What could the company have done differently to align with social coding principles?","Reward the product team when they allow others to reuse their code and when they share information.|Reprimand Kiet for working on something that should have waited in the queue like all the other projects.|Reward the product team for keeping their code secure and private.|Reprimand the product team for taking so long to work on the feature.",0,"Doanh nghiệp nên khen thưởng các nhóm có tinh thần chia sẻ thông tin và cho phép các đội ngũ khác tái sử dụng mã nguồn của họ."
303,single_choice,"Select the correct statement regarding technology and innovation.","DVD technology and innovation allowed Blockbuster Video to succeed.|It is more important to have innovative technology than it is to have an innovative business model.|Technology alone is the driver of innovation.|Technology is the enabler of innovation.",3,"Công nghệ đóng vai trò là yếu tố kích hoạt/thúc đẩy sự đổi mới (Technology is the enabler of innovation), kết hợp với mô hình kinh doanh sáng tạo."
304,single_choice,"Select the statement that correctly describes DevOps.","DevOps is a cultural change in which the development team and the operations team work together in cross-functional teams.|DevOps is primarily automation by DevOps Engineers.|DevOps is the combining of the development team and the operations team into one team.|DevOps is about teams using new tools such as automated pipelines for the fastest workflow possible.",0,"DevOps là sự dịch chuyển văn hóa (Cultural change) trong đó nhóm Phát triển và Vận hành làm việc cùng nhau trong các nhóm đa chức năng."
305,single_choice,"DevOps has three dimensions. Which is considered the most important?","Agility|Culture|Tools|Methods",1,"Ba khía cạnh của DevOps là Culture, Methods và Tools. Trong đó Văn hóa (Culture) là nền tảng quan trọng nhất."
306,single_choice,"Select the statement that correctly describes Extreme Programming (XP).","XP is an approach that values up-front planning with no provision for changing the requirements.|Teams work in silos.|When one phase ends, the next one begins. There is no provision for going back.|XP is an iterative approach with tighter and tighter feedback loops.",3,"Extreme Programming (XP) là phương pháp phát triển lặp với các vòng lặp phản hồi (Feedback loops) ngày càng ngắn và chặt chẽ."
307,single_choice,"What is the title of the book written by Jez Humble and David Farley that sets out the principles and technical practices for rapid, incremental delivery of products?","Continuous Delivery|The Goal|The DevOps Handbook|The Phoenix Project",0,"Cuốn sách 'Continuous Delivery' của Jez Humble và David Farley đúc kết các nguyên tắc kỹ thuật để phát hành phần mềm nhanh chóng và liên tục."
308,single_choice,"What is behavior driven development (BDD)?","When test cases drive the design and development of code|Focusing on the system as observed from the outside|Writing unit tests for the code you wish you had|Focusing on the functions of the system from the inside",1,"BDD ép buộc đội ngũ phải tư duy về hành vi của hệ thống từ góc nhìn quan sát bên ngoài (Outside-in) dựa trên giá trị nghiệp vụ."
309,single_choice,"Select the correct statement regarding cloud native microservices.","Multiple instances are split out.|Each function has its own database and keeps track of its own state.|Applications are designed as a collection of stateless microservices.|All of the above.",3,"[Đã đính chính] Kiến trúc Cloud Native Microservices bao gồm tất cả các đặc điểm: tách thành nhiều Instance, mỗi dịch vụ có DB riêng và thiết kế dạng Stateless."
310,single_choice,"Select the statement that correctly describes the bulkhead pattern.","This pattern trips once failures reach a certain limit or threshold. It detects a problem and avoids cascading failures.|This pattern isolates failing services to limit the scope of failure.|This pattern deliberately kills services for testing.|This pattern enables an application to handle transient failures by delaying longer between each retry.",1,"Bulkhead Pattern (vách ngăn) cản sự lây lan của sự cố bằng cách cô lập dịch vụ bị lỗi, hạn chế phạm vi ảnh hưởng trong hệ thống."
311,single_choice,"Select the correct statement regarding Taylorism.","Taylorism is workers building individually crafted products.|Taylorism is applying science to management and it led to the factory assembly line.|Taylorism is working in teams that make their own decisions.|All of the above.",1,"Thuyết Taylorism áp dụng khoa học vào quản trị lao động, phân chia công việc thành các công đoạn nhỏ, là tiền đề cho dây chuyền sản xuất công nghiệp."
312,single_choice,"Which statement correctly describes required DevOps behaviors?","DevOps encourages using ticket queues and escalations.|DevOps encourages building bespoke infrastructure and maintaining it.|DevOps encourages avoiding change and experimentation.|DevOps encourages breaking down silos and working together.",3,"Hành vi cốt lõi của DevOps là phá bỏ rào cản cô lập (Silos) giữa các phòng ban, thúc đẩy sự hợp tác và chia sẻ trách nhiệm."
313,single_choice,"Which one of the following is a key element in Infrastructure as Code?","Comprehensive written documentation|Describing infrastructure in executable, textual format|System and software manual configuration|Building and maintaining unique servers",1,"Infrastructure as Code (IaC) định nghĩa và quản lý hạ tầng dưới dạng mã văn bản có thể thực thi (executable, textual format) và quản lý phiên bản."
314,single_choice,"What is Continuous Integration?","Deploying code to a testing or staging environment|Integrating code in larger and larger amounts|Deploying code to a production-like environment|The process of continuous building, testing, and integrating into the master branch",3,"Continuous Integration (CI) là quá trình tự động hóa việc đóng gói (build), kiểm thử (test) và hợp nhất code liên tục vào nhánh chính (master branch)."
315,single_choice,"Select the statement that describes Continuous Delivery.","Integrate code to a shared repository.|Deploy code to a testing or staging environment.|Build code so it can be deployed to production at any time.|Use automation to deploy directly to production.",2,"Continuous Delivery (CD) đảm bảo phần mềm luôn ở trạng thái sẵn sàng để phát hành lên môi trường Production bất kỳ lúc nào."
316,single_choice,"It is good practice to align teams with","the architecture you expect them to build|the organization's long-term mission|the organization's business domains|All of the above",3,"Thực hành tốt trong DevOps là đồng hướng tổ chức nhóm theo cả 3 yếu tố: Kiến trúc mong muốn, Tầm nhìn dài hạn và Lĩnh vực kinh doanh (Business domains)."
317,single_choice,"Select the correct statement regarding DevOps.","DevOps is Dev and Ops with a wall of confusion between them.|DevOps is Dev and Ops working together with the same mindset.|DevOps is a separate team that sits between Dev and Ops.|DevOps is done primarily by Ops.",1,"DevOps là sự hợp tác chặt chẽ giữa nhóm Phát triển (Dev) và Vận hành (Ops) dựa trên chung một tư duy, mục tiêu và thước đo."
318,single_choice,"Actions without consequences lead to","apathy|empowerment|shared consciousness|good behavior",0,"Khi nhân sự thực hiện hành động mà không phải chịu trách nhiệm về hậu quả của nó (abstracted away from consequences), họ sẽ dần trở nên thờ ơ, vô cảm (apathy)."
319,single_choice,"Which one of these is an effective metric for measuring social coders?","How does your production compare to that of your coworkers?|How many lines of code do you develop in a day?|Are you building things that the rest of the company finds valuable?|What unique contributions have you made this year?",2,"Đo lường Social Coder hiệu quả dựa trên việc sản phẩm/mã nguồn họ tạo ra mang lại giá trị tái sử dụng cho các nhóm khác trong công ty."
320,single_choice,"Which one of these is an example of a vanity metric?","Increased number of page views on a website|Reduced time to deploy a release|Increased percentage of defects detected in testing|Reduced time to market for new features",0,"Lượt xem trang (Page views/Hits) là một Vanity metric (chỉ số ảo) vì nó chỉ mang tính chất thống kê bề nổi, không có giá trị để đưa ra quyết định hành động."
321,single_choice,"Which of these is an actionable metric?","Mean lead time, or how long it takes for an idea to get to production|Change failure rate, or how often new releases fail|Mean time to recover, or how long it takes to recover from failure|All of the above",3,"Cả 3 chỉ số (Mean lead time, Change failure rate, MTTR) đều là Actionable metrics vì chúng phản ánh đúng hiệu năng hệ thống và định hướng các hành động cải tiến cụ thể."
322,single_choice,"Who was a leader in developing measures for team culture in relation to DevOps?","Jez Humble|Dr. Nicole Forsgren|Patrick Debois|John Allspaw",1,"Tiến sĩ Nicole Forsgren là nhà nghiên cứu tiên phong trong việc xây dựng bộ chỉ số và câu hỏi khảo sát đo lường văn hóa làm việc nhóm trong DevOps."
323,single_choice,"Your company still handles IT support requests through emails and spreadsheets, leading to delays and lost tickets. Which ServiceNow solution should you implement first to automate and centralize request handling?","Virtual Agent|IntegrationHub|IT Service Management (ITSM)|Security Operations (SecOps)",2,"IT Service Management (ITSM) giúp tập trung hóa và tự động hóa các quy trình IT cốt lõi như quản lý Incident và Service Request, giải quyết triệt để tình trạng thất lạc ticket."
324,single_choice,"While reviewing an incident, you want to assign it to another support group. What's your best course of action?","Use the filter icon to search for the group|Edit the field in list view without opening the form|Switch to Preferences and select \"Change Group\"|Open the form and update the \"Assignment Group\" field, then click Save",3,"Để cập nhật trường 'Assignment Group', bạn cần mở trực tiếp biểu mẫu (Form view), thay đổi thông tin nhóm hỗ trợ và nhấn Save."
325,single_choice,"You're in the Incident list view and want to hide a few unnecessary columns and rearrange others. What should you do?","Go to Preferences and reset list view settings|Click on the gear icon to personalize the list layout|Use the \"Filter\" icon to add column conditions|Switch to form view to adjust the columns",1,"Biểu tượng hình bánh răng (Gear icon) trong List view cho phép cá nhân hóa giao diện danh sách như thêm, ẩn hoặc sắp xếp lại thứ tự các cột."
326,single_choice,"You are planning a system upgrade that involves scheduled downtime. What's the correct way to document and manage this activity?","Submit a service request using a custom catalog form|Create a new change record, select the change type, and provide planning details|Create an incident and mark it as critical|Automate the upgrade using Flow Designer to bypass review steps",1,"Các hoạt động nâng cấp hệ thống có lên kế hoạch và gây gián đoạn dịch vụ phải được ghi nhận bằng một Change Record với đầy đủ loại Change và kế hoạch triển khai."
327,single_choice,"Your organization wants to reduce Mean Time to Resolution (MTTR) by improving how incidents are classified and routed. Which feature in ServiceNow helps achieve this?","Flow Designer|Virtual Agent|Predictive Intelligence|Change Advisory Board (CAB) Workbench",2,"Predictive Intelligence sử dụng Học máy (Machine Learning) để tự động phân loại và định tuyến ticket dựa trên dữ liệu lịch sử, giúp giảm thời gian xử lý (MTTR)."
328,single_choice,"You're configuring a classification model in ServiceNow's Predictive Intelligence Workbench. To ensure predictions are only applied when the system is highly certain, you want to set a rule that only predictions with a confidence score of 90% or higher are used. What feature should you use?","Model Monitoring|Incident Reports Dashboard|Flow Designer|Precision Tuning",3,"Precision Tuning cho phép thiết lập ngưỡng độ tin cậy (Confidence score threshold) như 90%, đảm bảo hệ thống chỉ tự động áp dụng các dự đoán có độ chính xác cao."
329,single_choice,"Your chatbot sometimes receives unclear messages it can't interpret. What should you add to handle this gracefully?","Fallback Message|Script Action node|Live Agent Handoff node|Text Prompt node",0,"Fallback Message được sử dụng trong Virtual Agent khi Chatbot không hiểu câu lệnh của người dùng, giúp yêu cầu diễn đạt lại hoặc chuyển sang hỗ trợ viên."
330,single_choice,"Your team is developing a new module to manage software asset risk. You want to ensure that your custom logic doesn't interfere with existing platform configurations. What should you do?","Skip scoping since update sets will manage separation|Use Business Rules to override core functionality in plac|Build the application in the global scope for full access|Create a scoped application to isolate logic and features",3,"Tạo Scoped Application giúp cô lập logic và tính năng tùy chỉnh trong ranh giới riêng, tránh gây xung đột với các ứng dụng khác và hệ thống cốt lõi."
331,single_choice,"Your dashboard visuals are outdated because new ticket data isn't appearing. What should you do to ensure the dashboard stays current?","Create a Data Collector Job for your indicators and schedule it|Use real-time incident forms|Refresh your browser every 15 minutes|Enable SLA notifications",0,"Lập lịch chạy Data Collector Job giúp hệ thống tự động thu thập và cập nhật chỉ số KPI định kỳ, đảm bảo Báo cáo/Dashboard luôn hiển thị dữ liệu mới nhất."
332,single_choice,"Your dashboard shows that high-priority incidents have increased resolution times over the past two months. What should you do with this insight?","Add the indicator to the Service Catalog|Disable Performance Analytics to reset the data|Train a new Virtual Agent topic for high-priority tickets|Open an Agile story to review incident handling process",3,"Từ thông tin xu hướng thời gian xử lý sự cố tăng cao, hành động chuẩn theo thực hành ITSM là tạo một Agile Story để rà soát và cải tiến lại quy trình xử lý Incident."
